N6705C exported datalog

"Sample interval: 0.00100352"
"Trigger sample: 0"
"Date: Tue Sep  1 16:19:49 2020"

Sample,"Curr avg 3","Volt avg 4"
4912,0.293894,12.6015
4913,0.293554,12.601
4914,0.293823,12.6012
4915,0.293644,12.6009
4916,0.293819,12.6007
4917,0.29352,12.6011
4918,0.293859,12.6013
4919,0.293509,12.6014
4920,0.293751,12.601
4921,0.293789,12.6006
4922,0.293419,12.6011
4923,0.293793,12.6018
4924,0.293882,12.6008
4925,0.29384,12.6007
4926,0.293873,12.6013
4927,0.293493,12.6004
4928,0.293615,12.6011
4929,0.293465,12.6013
4930,0.293781,12.6008
4931,0.293686,12.6013
4932,0.293659,12.6008
4933,0.293768,12.6017
4934,0.294048,12.6012
4935,0.293694,12.6013
4936,0.293671,12.6009
4937,0.293537,12.6016
4938,0.293886,12.6011
4939,0.294079,12.6012
4940,0.293642,12.601
4941,0.293707,12.6013
4942,0.293741,12.6012
4943,0.293562,12.6012
4944,0.293947,12.6009
4945,0.293478,12.6016
4946,0.293644,12.6006
4947,0.293692,12.6011
4948,0.293716,12.6014
4949,0.293857,12.6013
4950,0.293722,12.6013
4951,0.293482,12.6013
4952,0.293867,12.6017
4953,0.294079,12.6009
4954,0.293585,12.6008
4955,0.293842,12.6009
4956,0.29349,12.601
4957,0.293882,12.6009
4958,0.293787,12.6015
4959,0.293337,12.6014
4960,0.293751,12.6012
4961,0.293478,12.6018
4962,0.294061,12.6014
4963,0.293581,12.6009
4964,0.293753,12.6008
4965,0.293648,12.601
4966,0.293978,12.6017
4967,0.293505,12.6014
4968,0.293652,12.6007
4969,0.293718,12.6008
4970,0.293585,12.6007
4971,0.293652,12.6013
4972,0.293859,12.6014
4973,0.293701,12.6007
4974,0.293854,12.6012
4975,0.293737,12.601
4976,0.293692,12.6013
4977,0.293821,12.6017
4978,0.293612,12.6011
4979,0.293684,12.6008
4980,0.293764,12.6016
4981,0.293286,12.6016
4982,0.293835,12.6008
4983,0.293564,12.6015
4984,0.294002,12.6014
4985,0.293829,12.6011
4986,0.293326,12.6012
4987,0.293678,12.6013
4988,0.293669,12.6012
4989,0.293758,12.6012
4990,0.293671,12.6009
4991,0.29361,12.6014
4992,0.293737,12.6008
4993,0.293615,12.6013
4994,0.293972,12.6011
4995,0.293423,12.601
4996,0.293644,12.601
4997,0.293631,12.6012
4998,0.293911,12.6014
4999,0.293585,12.6012
5000,0.293795,12.6012
5001,0.293394,12.6014
5002,0.293665,12.6009
5003,0.294035,12.6014
5004,0.293572,12.6016
5005,0.293585,12.6007
5006,0.293665,12.6011
5007,0.29389,12.6009
5008,0.293859,12.6011
5009,0.293406,12.6011
5010,0.293684,12.6011
5011,0.293901,12.6005
5012,0.293854,12.6009
5013,0.293751,12.6008
5014,0.293564,12.6011
5015,0.293486,12.601
5016,0.293886,12.6012
5017,0.293625,12.6005
5018,0.29369,12.6009
5019,0.293802,12.6005
5020,0.293718,12.6006
5021,0.293852,12.6013
5022,0.293978,12.6014
5023,0.293497,12.601
5024,0.293619,12.6009
5025,0.293867,12.6012
5026,0.29377,12.6012
5027,0.293957,12.6012
5028,0.293505,12.6016
5029,0.293865,12.6009
5030,0.293806,12.6007
5031,0.293997,12.601
5032,0.293543,12.6007
5033,0.293705,12.6013
5034,0.293482,12.6012
5035,0.293848,12.6005
5036,0.293568,12.6016
5037,0.293871,12.6008
5038,0.293596,12.6009
5039,0.293467,12.6009
5040,0.293875,12.6008
5041,0.294004,12.6012
5042,0.293438,12.6012
5043,0.293751,12.6007
5044,0.293831,12.6013
5045,0.293316,12.6012
5046,0.293688,12.6012
5047,0.293589,12.6011
5048,0.293625,12.601
5049,0.293655,12.6012
5050,0.293896,12.6015
5051,0.29349,12.6011
5052,0.29368,12.6011
5053,0.293406,12.6008
5054,0.294058,12.6016
5055,0.29345,12.6017
5056,0.293634,12.6008
5057,0.293764,12.6009
5058,0.293871,12.6009
5059,0.293606,12.6012
5060,0.293903,12.6013
5061,0.293606,12.6015
5062,0.293772,12.6011
5063,0.29388,12.6012
5064,0.293821,12.6012
5065,0.293692,12.6009
5066,0.293467,12.6016
5067,0.293539,12.6008
5068,0.293934,12.6013
5069,0.29373,12.6008
5070,0.293812,12.6006
5071,0.293718,12.6009
5072,0.293875,12.6015
5073,0.293873,12.6011
5074,0.293661,12.6011
5075,0.29364,12.6016
5076,0.293699,12.6009
5077,0.293831,12.6015
5078,0.293732,12.6011
5079,0.293572,12.601
5080,0.293505,12.6016
5081,0.293939,12.6009
5082,0.293783,12.601
5083,0.293444,12.6009
5084,0.293798,12.6009
5085,0.293411,12.601
5086,0.294021,12.6012
5087,0.29352,12.601
5088,0.293629,12.6013
5089,0.293711,12.6012
5090,0.293688,12.6014
5091,0.293808,12.6009
5092,0.293623,12.601
5093,0.293886,12.6013
5094,0.293596,12.6012
5095,0.293758,12.6011
5096,0.294136,12.6012
5097,0.293537,12.6012
5098,0.293627,12.6012
5099,0.2938,12.6015
5100,0.29369,12.6002
5101,0.293591,12.6011
5102,0.293669,12.6011
5103,0.293558,12.6013
5104,0.293888,12.6013
5105,0.293669,12.6012
5106,0.293808,12.6013
5107,0.293705,12.6014
5108,0.293282,12.6011
5109,0.294344,12.6015
5110,0.293724,12.6011
5111,0.293718,12.601
5112,0.293507,12.6011
5113,0.293535,12.6012
5114,0.293926,12.6014
5115,0.293577,12.6004
5116,0.294052,12.6016
5117,0.293562,12.6011
5118,0.293482,12.6012
5119,0.29434,12.6008
5120,0.293263,12.6005
5121,0.293514,12.6012
5122,0.293922,12.6008
5123,0.293429,12.6016
5124,0.294128,12.6015
5125,0.293749,12.6012
5126,0.293844,12.6009
5127,0.29365,12.6012
5128,0.293901,12.6008
5129,0.29376,12.601
5130,0.293495,12.601
5131,0.293623,12.6009
5132,0.293579,12.6016
5133,0.294031,12.6014
5134,0.293373,12.6009
5135,0.29369,12.6013
5136,0.293966,12.6011
5137,0.293619,12.6007
5138,0.293978,12.6011
5139,0.29361,12.6003
5140,0.29352,12.6012
5141,0.293854,12.6008
5142,0.294008,12.6005
5143,0.293392,12.6013
5144,0.293947,12.6012
5145,0.293829,12.6014
5146,0.293865,12.601
5147,0.293711,12.6015
5148,0.293581,12.601
5149,0.293749,12.6014
5150,0.293581,12.6013
5151,0.293829,12.6009
5152,0.29376,12.6009
5153,0.293379,12.6012
5154,0.293551,12.6015
5155,0.293854,12.6009
5156,0.293865,12.6014
5157,0.29344,12.6012
5158,0.293846,12.6012
5159,0.293631,12.6012
5160,0.293541,12.6004
5161,0.294321,12.6014
5162,0.293545,12.601
5163,0.293762,12.6007
5164,0.2936,12.6012
5165,0.29373,12.6018
5166,0.29372,12.6013
5167,0.293657,12.6011
5168,0.29384,12.6013
5169,0.293709,12.6013
5170,0.293589,12.6013
5171,0.293694,12.6008
5172,0.293589,12.6008
5173,0.293533,12.6017
5174,0.293661,12.6012
5175,0.293892,12.6013
5176,0.293726,12.6008
5177,0.293777,12.6006
5178,0.293829,12.6011
5179,0.293747,12.6011
5180,0.293634,12.601
5181,0.293568,12.6012
5182,0.293833,12.6011
5183,0.293749,12.6005
5184,0.293781,12.6011
5185,0.29377,12.6013
5186,0.293812,12.6015
5187,0.293392,12.6009
5188,0.29401,12.6009
5189,0.293408,12.6009
5190,0.293787,12.6012
5191,0.293644,12.6014
5192,0.293974,12.6014
5193,0.293684,12.601
5194,0.293966,12.6004
5195,0.293522,12.6007
5196,0.2936,12.6007
5197,0.293882,12.6012
5198,0.293802,12.601
5199,0.293718,12.6012
5200,0.293446,12.6008
5201,0.293655,12.6008
5202,0.29373,12.6011
5203,0.293728,12.6009
5204,0.293716,12.6007
5205,0.293865,12.601
5206,0.293726,12.6012
5207,0.293789,12.6009
5208,0.293583,12.6007
5209,0.29381,12.6016
5210,0.293707,12.6013
5211,0.293873,12.6008
5212,0.294082,12.6014
5213,0.293406,12.6005
5214,0.293728,12.6016
5215,0.293484,12.6013
5216,0.294002,12.6008
5217,0.293787,12.6011
5218,0.293625,12.6015
5219,0.293634,12.6008
5220,0.293791,12.6013
5221,0.294113,12.601
5222,0.293463,12.6005
5223,0.29364,12.6013
5224,0.293427,12.6012
5225,0.29373,12.6015
5226,0.29389,12.6011
5227,0.293627,12.6009
5228,0.293604,12.6009
5229,0.293947,12.6016
5230,0.293684,12.6014
5231,0.293871,12.6012
5232,0.293461,12.6012
5233,0.293901,12.6017
5234,0.293711,12.6016
5235,0.29361,12.6007
5236,0.293644,12.6013
5237,0.293882,12.6011
5238,0.293821,12.6013
5239,0.293669,12.6004
5240,0.293558,12.6008
5241,0.293924,12.6012
5242,0.293284,12.6008
5243,0.294195,12.6011
5244,0.293743,12.6019
5245,0.293438,12.6011
5246,0.293589,12.6009
5247,0.293688,12.6014
5248,0.293915,12.601
5249,0.2934,12.6007
5250,0.294021,12.6013
5251,0.29348,12.6005
5252,0.293957,12.6007
5253,0.29388,12.6015
5254,0.293667,12.6012
5255,0.29377,12.6012
5256,0.293722,12.6007
5257,0.293665,12.601
5258,0.293747,12.6015
5259,0.293793,12.6007
5260,0.293764,12.6015
5261,0.293713,12.6011
5262,0.293522,12.6013
5263,0.293997,12.601
5264,0.293575,12.6014
5265,0.293524,12.6005
5266,0.294033,12.6012
5267,0.293724,12.6015
5268,0.293812,12.6008
5269,0.293686,12.6009
5270,0.29373,12.6014
5271,0.2938,12.6006
5272,0.29349,12.601
5273,0.293802,12.6008
5274,0.293537,12.6011
5275,0.293907,12.6013
5276,0.293648,12.6012
5277,0.293438,12.6014
5278,0.293678,12.6015
5279,0.293703,12.6014
5280,0.293713,12.6013
5281,0.293804,12.6012
5282,0.293583,12.6008
5283,0.293459,12.601
5284,0.293808,12.6005
5285,0.293779,12.6011
5286,0.29389,12.6008
5287,0.29368,12.6008
5288,0.248002,12.6017
5289,0.220645,12.6012
5290,0.220931,12.601
5291,0.220426,12.6017
5292,0.220377,12.6008
5293,0.220674,12.6012
5294,0.220901,12.6014
5295,0.22022,12.6007
5296,0.220567,12.6012
5297,0.22044,12.6011
5298,0.220676,12.6003
5299,0.220457,12.602
5300,0.220659,12.6008
5301,0.220411,12.6009
5302,0.220573,12.6014
5303,0.220706,12.6014
5304,0.22015,12.601
5305,0.220527,12.6009
5306,0.22055,12.6014
5307,0.220535,12.6007
5308,0.220487,12.6015
5309,0.220365,12.6004
5310,0.22052,12.6015
5311,0.220512,12.6011
5312,0.220743,12.6009
5313,0.220369,12.6005
5314,0.220169,12.6013
5315,0.220655,12.601
5316,0.220417,12.6013
5317,0.220672,12.6012
5318,0.220232,12.6009
5319,0.220735,12.6012
5320,0.220056,12.6005
5321,0.220605,12.6012
5322,0.220483,12.6012
5323,0.220577,12.601
5324,0.22047,12.6021
5325,0.220089,12.6011
5326,0.220895,12.601
5327,0.220043,12.6011
5328,0.22043,12.6016
5329,0.22044,12.6009
5330,0.220297,12.6011
5331,0.220386,12.601
5332,0.220361,12.6016
5333,0.220468,12.6012
5334,0.220504,12.6017
5335,0.220577,12.6008
5336,0.220129,12.6012
5337,0.220365,12.601
5338,0.220426,12.6012
5339,0.220594,12.6012
5340,0.220438,12.6013
5341,0.220213,12.6006
5342,0.220447,12.6015
5343,0.220731,12.6018
5344,0.22052,12.6012
5345,0.220396,12.6009
5346,0.220251,12.6012
5347,0.220083,12.601
5348,0.220407,12.6011
5349,0.220447,12.6008
5350,0.220209,12.6009
5351,0.220337,12.6004
5352,0.2201,12.6007
5353,0.220769,12.6011
5354,0.220476,12.6015
5355,0.220575,12.6011
5356,0.220354,12.6009
5357,0.22031,12.6012
5358,0.220501,12.6007
5359,0.220584,12.6007
5360,0.220369,12.6009
5361,0.21998,12.6013
5362,0.220695,12.6012
5363,0.220337,12.6014
5364,0.220358,12.6011
5365,0.220318,12.6012
5366,0.220436,12.6004
5367,0.220445,12.6017
5368,0.22007,12.6012
5369,0.220272,12.6013
5370,0.22043,12.6006
5371,0.220457,12.6016
5372,0.220262,12.6012
5373,0.220525,12.6011
5374,0.220051,12.6008
5375,0.220459,12.6007
5376,0.220607,12.6016
5377,0.220531,12.6005
5378,0.220245,12.6008
5379,0.220285,12.6002
5380,0.220363,12.6003
5381,0.220476,12.6012
5382,0.220392,12.6011
5383,0.220262,12.6008
5384,0.22047,12.6013
5385,0.220634,12.6008
5386,0.220243,12.6011
5387,0.220287,12.6014
5388,0.220592,12.6011
5389,0.220373,12.6008
5390,0.220623,12.601
5391,0.220304,12.6012
5392,0.220289,12.6011
5393,0.220592,12.6011
5394,0.220281,12.6009
5395,0.220537,12.6011
5396,0.220398,12.6005
5397,0.21995,12.6013
5398,0.220682,12.6016
5399,0.220714,12.6013
5400,0.220268,12.601
5401,0.219929,12.6015
5402,0.220689,12.6015
5403,0.220516,12.6014
5404,0.220422,12.6009
5405,0.220138,12.6008
5406,0.220142,12.6016
5407,0.220464,12.6007
5408,0.220373,12.6007
5409,0.220382,12.6016
5410,0.220283,12.6011
5411,0.220506,12.6012
5412,0.22052,12.6014
5413,0.220201,12.6013
5414,0.220272,12.6011
5415,0.220314,12.6011
5416,0.220375,12.6005
5417,0.220514,12.6011
5418,0.220325,12.6012
5419,0.220462,12.6005
5420,0.220133,12.6011
5421,0.220569,12.6012
5422,0.220588,12.6013
5423,0.220135,12.6016
5424,0.22044,12.6012
5425,0.220743,12.601
5426,0.220218,12.6014
5427,0.220563,12.6009
5428,0.220274,12.6014
5429,0.220281,12.6017
5430,0.220602,12.601
5431,0.219927,12.6012
5432,0.22039,12.6012
5433,0.220009,12.6008
5434,0.220619,12.6007
5435,0.220407,12.6014
5436,0.220363,12.6007
5437,0.220497,12.6008
5438,0.220396,12.6022
5439,0.22068,12.6016
5440,0.22068,12.6007
5441,0.220178,12.6012
5442,0.220291,12.6012
5443,0.220434,12.6006
5444,0.220661,12.6011
5445,0.220443,12.6011
5446,0.220413,12.601
5447,0.220218,12.6012
5448,0.22055,12.6004
5449,0.220409,12.6006
5450,0.220398,12.6015
5451,0.220369,12.6011
5452,0.220186,12.6015
5453,0.220762,12.6006
5454,0.219868,12.6014
5455,0.220457,12.6011
5456,0.220628,12.6014
5457,0.220457,12.601
5458,0.220295,12.6012
5459,0.220264,12.6007
5460,0.22015,12.6008
5461,0.220352,12.6014
5462,0.220594,12.6007
5463,0.220072,12.6011
5464,0.220537,12.6011
5465,0.220363,12.6012
5466,0.220722,12.6014
5467,0.220367,12.6014
5468,0.2203,12.6005
5469,0.220527,12.602
5470,0.220199,12.6012
5471,0.220945,12.6011
5472,0.219889,12.6012
5473,0.220405,12.6013
5474,0.220523,12.6007
5475,0.220645,12.6011
5476,0.220682,12.6013
5477,0.219963,12.6006
5478,0.220119,12.6011
5479,0.22044,12.6007
5480,0.220026,12.6014
5481,0.220588,12.601
5482,0.220379,12.6017
5483,0.220262,12.6013
5484,0.220178,12.6013
5485,0.220504,12.6007
5486,0.220588,12.6007
5487,0.220239,12.6012
5488,0.220386,12.6013
5489,0.220438,12.6011
5490,0.220413,12.6008
5491,0.22027,12.6011
5492,0.220293,12.6012
5493,0.220525,12.6011
5494,0.22044,12.6014
5495,0.220279,12.6008
5496,0.220236,12.6014
5497,0.220588,12.6013
5498,0.220403,12.6011
5499,0.220182,12.6013
5500,0.220234,12.601
5501,0.220144,12.6008
5502,0.220464,12.6013
5503,0.220443,12.6011
5504,0.220199,12.6014
5505,0.220274,12.6004
5506,0.220478,12.6006
5507,0.220672,12.6009
5508,0.220392,12.6011
5509,0.220125,12.6011
5510,0.220203,12.6012
5511,0.220382,12.6011
5512,0.220398,12.6012
5513,0.220382,12.6009
5514,0.22023,12.6004
5515,0.219982,12.6009
5516,0.22059,12.6009
5517,0.220699,12.6009
5518,0.22044,12.6005
5519,0.220051,12.6014
5520,0.220647,12.6007
5521,0.220178,12.6013
5522,0.220689,12.6012
5523,0.220037,12.6007
5524,0.220218,12.6012
5525,0.220506,12.6008
5526,0.220335,12.6015
5527,0.220262,12.6013
5528,0.219986,12.6008
5529,0.22026,12.6013
5530,0.220905,12.6016
5531,0.219927,12.6004
5532,0.220575,12.601
5533,0.219997,12.6008
5534,0.220607,12.6017
5535,0.220474,12.6019
5536,0.220215,12.6013
5537,0.220525,12.601
5538,0.220396,12.6008
5539,0.220352,12.6016
5540,0.220384,12.6014
5541,0.220377,12.6008
5542,0.220478,12.6006
5543,0.220289,12.6014
5544,0.220342,12.6006
5545,0.22039,12.6006
5546,0.220337,12.6014
5547,0.220161,12.6007
5548,0.220623,12.6008
5549,0.22006,12.601
5550,0.220516,12.601
5551,0.220272,12.6012
5552,0.220289,12.6007
5553,0.220813,12.6005
5554,0.22019,12.6015
5555,0.220384,12.601
5556,0.220159,12.6013
5557,0.220432,12.6016
5558,0.220781,12.6008
5559,0.220457,12.6009
5560,0.220457,12.6014
5561,0.2201,12.6005
5562,0.220992,12.6007
5563,0.220125,12.6013
5564,0.220398,12.6015
5565,0.220415,12.6011
5566,0.220388,12.6011
5567,0.220596,12.6006
5568,0.220497,12.6011
5569,0.220457,12.6009
5570,0.220485,12.6017
5571,0.2206,12.6013
5572,0.220436,12.6012
5573,0.220093,12.601
5574,0.220508,12.6009
5575,0.220516,12.6009
5576,0.220445,12.6011
5577,0.220344,12.6008
5578,0.220584,12.6004
5579,0.220478,12.6013
5580,0.220834,12.601
5581,0.220182,12.6011
5582,0.220354,12.6012
5583,0.220056,12.601
5584,0.220483,12.6008
5585,0.220342,12.6009
5586,0.220602,12.6013
5587,0.220335,12.6014
5588,0.220346,12.6006
5589,0.220693,12.6013
5590,0.220501,12.6012
5591,0.220497,12.6006
5592,0.220476,12.6009
5593,0.22034,12.6014
5594,0.22052,12.6009
5595,0.220415,12.6008
5596,0.220323,12.6003
5597,0.220295,12.6012
5598,0.220159,12.6017
5599,0.220809,12.601
5600,0.220293,12.6008
5601,0.22055,12.6016
5602,0.22023,12.6019
5603,0.220394,12.6009
5604,0.220682,12.6011
5605,0.220327,12.6011
5606,0.220407,12.6011
5607,0.220236,12.6005
5608,0.220472,12.6009
5609,0.220117,12.6011
5610,0.220617,12.6008
5611,0.220295,12.6008
5612,0.220773,12.6009
5613,0.219974,12.601
5614,0.2206,12.6011
5615,0.220415,12.6009
5616,0.220276,12.6008
5617,0.220602,12.6012
5618,0.22059,12.6007
5619,0.220165,12.6007
5620,0.220218,12.6016
5621,0.220861,12.6017
5622,0.220424,12.6011
5623,0.220392,12.6013
5624,0.220626,12.6011
5625,0.220318,12.6008
5626,0.220236,12.602
5627,0.22091,12.6009
5628,0.219913,12.6009
5629,0.220703,12.6011
5630,0.220577,12.6009
5631,0.220318,12.6013
5632,0.220615,12.6012
5633,0.220281,12.6014
5634,0.220285,12.6013
5635,0.220609,12.6012
5636,0.220668,12.601
5637,0.220197,12.601
5638,0.220447,12.6012
5639,0.220184,12.6012
5640,0.220413,12.6004
5641,0.220621,12.6008
5642,0.22023,12.6014
5643,0.220114,12.6014
5644,0.220241,12.6013
5645,0.220899,12.6012
5646,0.220243,12.6004
5647,0.219841,12.6012
5648,0.220615,12.6009
5649,0.220327,12.6009
5650,0.220666,12.6012
5651,0.220297,12.6008
5652,0.220199,12.6005
5653,0.22023,12.6014
5654,0.22055,12.6006
5655,0.22068,12.6013
5656,0.22007,12.6014
5657,0.22051,12.6011
5658,0.220287,12.6011
5659,0.220703,12.6017
5660,0.220802,12.6005
5661,0.220285,12.6012
5662,0.22044,12.6012
5663,0.22051,12.6008
5664,0.220529,12.6013
5665,0.220539,12.6011
5666,0.220165,12.6011
5667,0.220468,12.6016
5668,0.220495,12.6007
5669,0.219952,12.601
5670,0.220529,12.6011
5671,0.220527,12.6008
5672,0.220428,12.6019
5673,0.220455,12.6008
5674,0.220236,12.6011
5675,0.220565,12.6015
5676,0.220302,12.601
5677,0.220449,12.601
5678,0.220546,12.6012
5679,0.220407,12.6005
5680,0.220262,12.6014
5681,0.220398,12.6016
5682,0.220615,12.6007
5683,0.220325,12.6011
5684,0.220161,12.6009
5685,0.220626,12.6012
5686,0.220689,12.6009
5687,0.220411,12.6013
5688,0.220354,12.6003
5689,0.220634,12.6014
5690,0.22031,12.6008
5691,0.22051,12.6008
5692,0.220365,12.6015
5693,0.220051,12.6004
5694,0.220424,12.601
5695,0.220401,12.6007
5696,0.220495,12.6009
5697,0.220316,12.6009
5698,0.220215,12.6012
5699,0.220626,12.6012
5700,0.220411,12.6017
5701,0.220556,12.6013
5702,0.220072,12.6006
5703,0.220281,12.6016
5704,0.220674,12.6011
5705,0.22055,12.6009
5706,0.220224,12.601
5707,0.220264,12.6013
5708,0.220563,12.6012
5709,0.220203,12.6016
5710,0.220297,12.6011
5711,0.220472,12.6016
5712,0.220218,12.6011
5713,0.220344,12.6009
5714,0.220855,12.6013
5715,0.220106,12.6017
5716,0.220344,12.6014
5717,0.220588,12.6012
5718,0.220443,12.6011
5719,0.220613,12.6016
5720,0.220197,12.6011
5721,0.220514,12.6011
5722,0.220333,12.6012
5723,0.220649,12.6017
5724,0.21994,12.6012
5725,0.220384,12.6008
5726,0.220474,12.6008
5727,0.220325,12.6013
5728,0.220626,12.6014
5729,0.220554,12.601
5730,0.220173,12.6017
5731,0.220428,12.6013
5732,0.220342,12.6015
5733,0.220234,12.6016
5734,0.220508,12.6011
5735,0.220135,12.6008
5736,0.220874,12.6014
5737,0.220415,12.601
5738,0.220251,12.6016
5739,0.220365,12.6011
5740,0.220419,12.6012
5741,0.220428,12.6009
5742,0.220424,12.6013
5743,0.220102,12.6013
5744,0.220565,12.6016
5745,0.220297,12.6012
5746,0.220512,12.6009
5747,0.220367,12.6014
5748,0.220398,12.6008
5749,0.220792,12.6013
5750,0.220138,12.6011
5751,0.220607,12.6014
5752,0.220544,12.6015
5753,0.22034,12.6012
5754,0.220312,12.6014
5755,0.220693,12.6016
5756,0.22035,12.6009
5757,0.22022,12.6015
5758,0.220451,12.6012
5759,0.220663,12.6008
5760,0.220226,12.6012
5761,0.220171,12.6009
5762,0.220451,12.6012
5763,0.220464,12.6011
5764,0.220497,12.6012
5765,0.220541,12.6013
5766,0.220354,12.6014
5767,0.220285,12.6012
5768,0.220455,12.6015
5769,0.220539,12.6013
5770,0.220487,12.6008
5771,0.220161,12.6009
5772,0.220512,12.6016
5773,0.220466,12.601
5774,0.220718,12.6017
5775,0.220201,12.6008
5776,0.220409,12.6012
5777,0.220466,12.6013
5778,0.220411,12.601
5779,0.220453,12.6016
5780,0.220239,12.6007
5781,0.22048,12.6007
5782,0.220581,12.6014
5783,0.220407,12.601
5784,0.220169,12.6014
5785,0.220373,12.6012
5786,0.220289,12.601
5787,0.220468,12.6015
5788,0.220554,12.6013
5789,0.220363,12.6012
5790,0.220247,12.601
5791,0.220775,12.6017
5792,0.220157,12.6012
5793,0.220457,12.601
5794,0.220251,12.6011
5795,0.220489,12.601
5796,0.220499,12.6015
5797,0.220199,12.6004
5798,0.220541,12.6017
5799,0.220091,12.6017
5800,0.220363,12.6011
5801,0.220735,12.6018
5802,0.22048,12.6014
5803,0.220064,12.6008
5804,0.220579,12.6011
5805,0.220535,12.6011
5806,0.220556,12.6013
5807,0.22007,12.6016
5808,0.220645,12.6014
5809,0.220409,12.6007
5810,0.220337,12.6014
5811,0.220611,12.6011
5812,0.220371,12.6013
5813,0.220234,12.6011
5814,0.220701,12.6011
5815,0.220325,12.6015
5816,0.220478,12.6014
5817,0.220266,12.6015
5818,0.220266,12.6007
5819,0.22051,12.6016
5820,0.220567,12.6008
5821,0.220449,12.6013
5822,0.220436,12.6011
5823,0.220379,12.6012
5824,0.220541,12.6013
5825,0.220373,12.6013
5826,0.220478,12.6012
5827,0.220632,12.6012
5828,0.220154,12.6014
5829,0.220466,12.6012
5830,0.220352,12.6007
5831,0.220203,12.6016
5832,0.22027,12.6018
5833,0.220279,12.6005
5834,0.22092,12.6019
5835,0.220367,12.6003
5836,0.220563,12.6012
5837,0.220537,12.6017
5838,0.220558,12.6008
5839,0.220457,12.6009
5840,0.220468,12.6016
5841,0.220581,12.6011
5842,0.220487,12.6012
5843,0.220672,12.6012
5844,0.220144,12.6018
5845,0.220417,12.6017
5846,0.220396,12.6017
5847,0.220539,12.6011
5848,0.220161,12.6015
5849,0.220485,12.6016
5850,0.220588,12.6013
5851,0.220584,12.6014
5852,0.220621,12.6008
5853,0.220165,12.6006
5854,0.220409,12.6012
5855,0.220192,12.6008
5856,0.220684,12.6013
5857,0.22026,12.6015
5858,0.220377,12.6013
5859,0.220474,12.6006
5860,0.220398,12.6016
5861,0.220554,12.601
5862,0.22023,12.6019
5863,0.22027,12.6017
5864,0.220331,12.601
5865,0.22075,12.6012
5866,0.220321,12.6011
5867,0.22022,12.6016
5868,0.220647,12.6011
5869,0.220855,12.6011
5870,0.220051,12.6014
5871,0.220581,12.6009
5872,0.220203,12.6003
5873,0.220661,12.6015
5874,0.220613,12.601
5875,0.220535,12.601
5876,0.220173,12.6019
5877,0.220411,12.6009
5878,0.220472,12.6013
5879,0.220645,12.6008
5880,0.220001,12.6011
5881,0.220285,12.6008
5882,0.220291,12.6011
5883,0.220415,12.6002
5884,0.220409,12.601
5885,0.220138,12.6012
5886,0.22047,12.6006
5887,0.220096,12.6016
5888,0.220739,12.6016
5889,0.22027,12.6012
5890,0.220348,12.6006
5891,0.220649,12.6007
5892,0.220649,12.6016
5893,0.220289,12.6011
5894,0.220535,12.6012
5895,0.22079,12.6017
5896,0.220459,12.6012
5897,0.220535,12.6012
5898,0.22006,12.602
5899,0.220642,12.601
5900,0.220316,12.6012
5901,0.220836,12.6012
5902,0.220131,12.6012
5903,0.220163,12.6012
5904,0.220577,12.6011
5905,0.220272,12.6011
5906,0.220651,12.6013
5907,0.220295,12.6012
5908,0.220133,12.6007
5909,0.220556,12.6015
5910,0.220794,12.6015
5911,0.220314,12.6013
5912,0.220556,12.6011
5913,0.220295,12.6009
5914,0.220501,12.6011
5915,0.220468,12.6012
5916,0.220388,12.6007
5917,0.220239,12.6013
5918,0.22055,12.6011
5919,0.22055,12.6011
5920,0.22059,12.6013
5921,0.220394,12.6011
5922,0.220554,12.6009
5923,0.220333,12.6013
5924,0.22076,12.6008
5925,0.220001,12.6013
5926,0.22019,12.6011
5927,0.220464,12.601
5928,0.220558,12.6011
5929,0.220398,12.6016
5930,0.220392,12.6008
5931,0.220443,12.6011
5932,0.220657,12.601
5933,0.220743,12.6014
5934,0.220091,12.6014
5935,0.220142,12.6008
5936,0.22043,12.6016
5937,0.220445,12.601
5938,0.220518,12.6012
5939,0.21987,12.6007
5940,0.220708,12.6008
5941,0.220468,12.6016
5942,0.220161,12.6018
5943,0.220419,12.6012
5944,0.220544,12.6012
5945,0.220335,12.6013
5946,0.220666,12.6007
5947,0.220173,12.6015
5948,0.220533,12.601
5949,0.22023,12.6006
5950,0.220693,12.6012
5951,0.220516,12.6012
5952,0.220706,12.6009
5953,0.219986,12.6012
5954,0.220438,12.6007
5955,0.220434,12.6011
5956,0.220304,12.6012
5957,0.220249,12.6007
5958,0.220358,12.6009
5959,0.220586,12.6017
5960,0.22075,12.6008
5961,0.220573,12.6012
5962,0.220289,12.601
5963,0.220445,12.6006
5964,0.220062,12.6008
5965,0.220584,12.601
5966,0.220184,12.601
5967,0.220161,12.6012
5968,0.220239,12.6009
5969,0.220611,12.6015
5970,0.220539,12.6007
5971,0.219839,12.6012
5972,0.22043,12.6012
5973,0.220617,12.6005
5974,0.220432,12.6008
5975,0.220508,12.6015
5976,0.220207,12.6013
5977,0.220388,12.6009
5978,0.220609,12.601
5979,0.220476,12.6008
5980,0.220323,12.601
5981,0.220565,12.6014
5982,0.220602,12.6008
5983,0.220863,12.601
5984,0.22015,12.6009
5985,0.22039,12.6012
5986,0.220485,12.6018
5987,0.220588,12.6009
5988,0.220653,12.6014
